nyr:,200
SLR (m), Pchng (cm), pi_0, N_d, SD, SE,min,max
0.380, 0.100, 0.1,  5.125,  2.566,  0.181,  0.000, 12.000
0.380, 0.100, 0.2,  4.410,  2.343,  0.166,  0.000, 11.000
0.380, 0.100, 0.3,  4.015,  2.238,  0.158,  0.000, 11.000
0.380, 0.100, 0.4,  3.675,  2.096,  0.148,  0.000, 10.000
0.380, 0.100, 0.5,  3.505,  2.045,  0.145,  0.000, 10.000
0.400, 0.100, 0.1,  5.805,  2.810,  0.199,  0.000, 12.000
0.400, 0.100, 0.2,  4.930,  2.517,  0.178,  0.000, 12.000
0.400, 0.100, 0.3,  4.490,  2.410,  0.170,  0.000, 11.000
0.400, 0.100, 0.4,  4.135,  2.281,  0.161,  0.000, 11.000
0.400, 0.100, 0.5,  3.850,  2.168,  0.153,  0.000, 11.000
0.420, 0.100, 0.1,  6.780,  2.902,  0.205,  1.000, 15.000
0.420, 0.100, 0.2,  5.645,  2.754,  0.195,  0.000, 12.000
0.420, 0.100, 0.3,  5.050,  2.528,  0.179,  0.000, 12.000
0.420, 0.100, 0.4,  4.630,  2.417,  0.171,  0.000, 11.000
0.420, 0.100, 0.5,  4.330,  2.364,  0.167,  0.000, 11.000
0.440, 0.100, 0.1,  7.685,  3.101,  0.219,  1.000, 16.000
0.440, 0.100, 0.2,  6.475,  2.867,  0.203,  0.000, 14.000
0.440, 0.100, 0.3,  5.730,  2.767,  0.196,  0.000, 12.000
0.440, 0.100, 0.4,  5.250,  2.631,  0.186,  0.000, 12.000
0.440, 0.100, 0.5,  4.815,  2.514,  0.178,  0.000, 12.000
0.460, 0.100, 0.1,  8.880,  3.277,  0.232,  2.000, 19.000
0.460, 0.100, 0.2,  7.475,  2.997,  0.212,  1.000, 15.000
0.460, 0.100, 0.3,  6.665,  2.894,  0.205,  0.000, 15.000
0.460, 0.100, 0.4,  5.980,  2.798,  0.198,  0.000, 13.000
0.460, 0.100, 0.5,  5.485,  2.733,  0.193,  0.000, 12.000
0.480, 0.100, 0.1, 10.140,  3.423,  0.242,  3.000, 20.000
0.480, 0.100, 0.2,  8.605,  3.270,  0.231,  2.000, 18.000
0.480, 0.100, 0.3,  7.605,  3.080,  0.218,  1.000, 16.000
0.480, 0.100, 0.4,  6.975,  2.929,  0.207,  1.000, 15.000
0.480, 0.100, 0.5,  6.325,  2.857,  0.202,  0.000, 14.000
0.500, 0.100, 0.1, 11.940,  3.737,  0.264,  4.000, 23.000
0.500, 0.100, 0.2,  9.765,  3.355,  0.237,  3.000, 19.000
0.500, 0.100, 0.3,  8.775,  3.289,  0.233,  2.000, 19.000
0.500, 0.100, 0.4,  7.885,  3.127,  0.221,  1.000, 16.000
0.500, 0.100, 0.5,  7.295,  2.962,  0.209,  1.000, 15.000
0.000, 0.150, 0.1,  0.530,  0.763,  0.054,  0.000,  4.000
0.000, 0.150, 0.2,  0.435,  0.639,  0.045,  0.000,  3.000
0.000, 0.150, 0.3,  0.390,  0.600,  0.042,  0.000,  3.000
0.000, 0.150, 0.4,  0.355,  0.584,  0.041,  0.000,  3.000
0.000, 0.150, 0.5,  0.310,  0.525,  0.037,  0.000,  2.000
0.020, 0.150, 0.1,  0.630,  0.829,  0.059,  0.000,  4.000
0.020, 0.150, 0.2,  0.525,  0.756,  0.053,  0.000,  4.000
0.020, 0.150, 0.3,  0.470,  0.694,  0.049,  0.000,  4.000
0.020, 0.150, 0.4,  0.425,  0.622,  0.044,  0.000,  3.000
0.020, 0.150, 0.5,  0.390,  0.608,  0.043,  0.000,  3.000
0.040, 0.150, 0.1,  0.720,  0.875,  0.062,  0.000,  4.000
0.040, 0.150, 0.2,  0.635,  0.828,  0.059,  0.000,  4.000
0.040, 0.150, 0.3,  0.555,  0.768,  0.054,  0.000,  4.000
0.040, 0.150, 0.4,  0.515,  0.730,  0.052,  0.000,  4.000
0.040, 0.150, 0.5,  0.470,  0.657,  0.046,  0.000,  3.000
0.060, 0.150, 0.1,  0.855,  0.979,  0.069,  0.000,  5.000
0.060, 0.150, 0.2,  0.705,  0.879,  0.062,  0.000,  4.000
0.060, 0.150, 0.3,  0.645,  0.832,  0.059,  0.000,  4.000
0.060, 0.150, 0.4,  0.590,  0.791,  0.056,  0.000,  4.000
0.060, 0.150, 0.5,  0.540,  0.756,  0.053,  0.000,  4.000
0.080, 0.150, 0.1,  1.010,  1.027,  0.073,  0.000,  5.000
0.080, 0.150, 0.2,  0.815,  0.930,  0.066,  0.000,  5.000
0.080, 0.150, 0.3,  0.730,  0.872,  0.062,  0.000,  4.000
0.080, 0.150, 0.4,  0.695,  0.858,  0.061,  0.000,  4.000
0.080, 0.150, 0.5,  0.645,  0.820,  0.058,  0.000,  4.000
0.100, 0.150, 0.1,  1.195,  1.101,  0.078,  0.000,  5.000
0.100, 0.150, 0.2,  1.005,  1.010,  0.071,  0.000,  5.000
0.100, 0.150, 0.3,  0.870,  0.953,  0.067,  0.000,  5.000
0.100, 0.150, 0.4,  0.780,  0.886,  0.063,  0.000,  4.000
0.100, 0.150, 0.5,  0.750,  0.878,  0.062,  0.000,  4.000
0.120, 0.150, 0.1,  1.410,  1.237,  0.087,  0.000,  6.000
0.120, 0.150, 0.2,  1.165,  1.093,  0.077,  0.000,  5.000
0.120, 0.150, 0.3,  1.045,  1.048,  0.074,  0.000,  5.000
0.120, 0.150, 0.4,  0.955,  1.009,  0.071,  0.000,  5.000
0.120, 0.150, 0.5,  0.830,  0.925,  0.065,  0.000,  4.000
0.140, 0.150, 0.1,  1.610,  1.306,  0.092,  0.000,  6.000
0.140, 0.150, 0.2,  1.395,  1.207,  0.085,  0.000,  5.000
0.140, 0.150, 0.3,  1.205,  1.104,  0.078,  0.000,  5.000
0.140, 0.150, 0.4,  1.110,  1.060,  0.075,  0.000,  5.000
0.140, 0.150, 0.5,  1.030,  1.037,  0.073,  0.000,  5.000
0.160, 0.150, 0.1,  1.775,  1.358,  0.096,  0.000,  6.000
0.160, 0.150, 0.2,  1.600,  1.319,  0.093,  0.000,  6.000
0.160, 0.150, 0.3,  1.445,  1.255,  0.089,  0.000,  6.000
0.160, 0.150, 0.4,  1.260,  1.135,  0.080,  0.000,  5.000
0.160, 0.150, 0.5,  1.180,  1.097,  0.078,  0.000,  5.000
0.180, 0.150, 0.1,  1.945,  1.361,  0.096,  0.000,  6.000
0.180, 0.150, 0.2,  1.755,  1.358,  0.096,  0.000,  6.000
0.180, 0.150, 0.3,  1.630,  1.320,  0.093,  0.000,  6.000
0.180, 0.150, 0.4,  1.495,  1.256,  0.089,  0.000,  6.000
0.180, 0.150, 0.5,  1.370,  1.196,  0.085,  0.000,  5.000
0.200, 0.150, 0.1,  2.145,  1.464,  0.104,  0.000,  7.000
0.200, 0.150, 0.2,  1.915,  1.359,  0.096,  0.000,  6.000
0.200, 0.150, 0.3,  1.790,  1.362,  0.096,  0.000,  6.000
0.200, 0.150, 0.4,  1.695,  1.353,  0.096,  0.000,  6.000
0.200, 0.150, 0.5,  1.580,  1.308,  0.093,  0.000,  6.000
0.220, 0.150, 0.1,  2.395,  1.594,  0.113,  0.000,  7.000
0.220, 0.150, 0.2,  2.140,  1.511,  0.107,  0.000,  7.000
0.220, 0.150, 0.3,  1.970,  1.417,  0.100,  0.000,  7.000
0.220, 0.150, 0.4,  1.880,  1.406,  0.099,  0.000,  7.000
0.220, 0.150, 0.5,  1.760,  1.397,  0.099,  0.000,  6.000
0.240, 0.150, 0.1,  2.630,  1.726,  0.122,  0.000,  9.000
0.240, 0.150, 0.2,  2.340,  1.602,  0.113,  0.000,  7.000
0.240, 0.150, 0.3,  2.190,  1.522,  0.108,  0.000,  7.000
0.240, 0.150, 0.4,  2.045,  1.443,  0.102,  0.000,  7.000
0.240, 0.150, 0.5,  1.935,  1.404,  0.099,  0.000,  7.000
0.260, 0.150, 0.1,  2.910,  1.887,  0.133,  0.000, 10.000
0.260, 0.150, 0.2,  2.580,  1.661,  0.117,  0.000,  8.000
0.260, 0.150, 0.3,  2.390,  1.610,  0.114,  0.000,  7.000
0.260, 0.150, 0.4,  2.240,  1.521,  0.108,  0.000,  7.000
0.260, 0.150, 0.5,  2.150,  1.513,  0.107,  0.000,  7.000
0.280, 0.150, 0.1,  3.150,  1.907,  0.135,  0.000, 10.000
0.280, 0.150, 0.2,  2.850,  1.861,  0.132,  0.000, 10.000
0.280, 0.150, 0.3,  2.610,  1.704,  0.120,  0.000,  9.000
0.280, 0.150, 0.4,  2.470,  1.635,  0.116,  0.000,  8.000
0.280, 0.150, 0.5,  2.320,  1.591,  0.112,  0.000,  7.000
0.300, 0.150, 0.1,  3.480,  2.045,  0.145,  0.000, 10.000
0.300, 0.150, 0.2,  3.095,  1.914,  0.135,  0.000, 10.000
0.300, 0.150, 0.3,  2.880,  1.888,  0.133,  0.000, 10.000
0.300, 0.150, 0.4,  2.710,  1.761,  0.125,  0.000,  9.000
0.300, 0.150, 0.5,  2.540,  1.650,  0.117,  0.000,  8.000
0.320, 0.150, 0.1,  3.795,  2.144,  0.152,  0.000, 10.000
0.320, 0.150, 0.2,  3.385,  2.032,  0.144,  0.000, 10.000
0.320, 0.150, 0.3,  3.130,  1.916,  0.135,  0.000, 10.000
0.320, 0.150, 0.4,  2.965,  1.903,  0.135,  0.000, 10.000
0.320, 0.150, 0.5,  2.825,  1.850,  0.131,  0.000, 10.000
0.340, 0.150, 0.1,  4.250,  2.336,  0.165,  0.000, 11.000
0.340, 0.150, 0.2,  3.670,  2.086,  0.148,  0.000, 10.000
0.340, 0.150, 0.3,  3.455,  2.017,  0.143,  0.000, 10.000
0.340, 0.150, 0.4,  3.210,  1.930,  0.136,  0.000, 10.000
0.340, 0.150, 0.5,  3.060,  1.912,  0.135,  0.000, 10.000
0.360, 0.150, 0.1,  4.755,  2.493,  0.176,  0.000, 12.000
0.360, 0.150, 0.2,  4.135,  2.281,  0.161,  0.000, 11.000
0.360, 0.150, 0.3,  3.740,  2.113,  0.149,  0.000, 10.000
0.360, 0.150, 0.4,  3.515,  2.045,  0.145,  0.000, 10.000
0.360, 0.150, 0.5,  3.335,  2.006,  0.142,  0.000, 10.000
0.380, 0.150, 0.1,  5.410,  2.694,  0.191,  0.000, 12.000
0.380, 0.150, 0.2,  4.625,  2.415,  0.171,  0.000, 11.000
0.380, 0.150, 0.3,  4.200,  2.290,  0.162,  0.000, 11.000
0.380, 0.150, 0.4,  3.895,  2.170,  0.153,  0.000, 11.000
0.380, 0.150, 0.5,  3.620,  2.071,  0.146,  0.000, 10.000
0.400, 0.150, 0.1,  6.230,  2.815,  0.199,  0.000, 14.000
0.400, 0.150, 0.2,  5.225,  2.602,  0.184,  0.000, 12.000
0.400, 0.150, 0.3,  4.710,  2.451,  0.173,  0.000, 11.000
0.400, 0.150, 0.4,  4.365,  2.354,  0.166,  0.000, 11.000
0.400, 0.150, 0.5,  4.050,  2.241,  0.158,  0.000, 11.000
0.420, 0.150, 0.1,  7.175,  2.944,  0.208,  1.000, 15.000
0.420, 0.150, 0.2,  5.945,  2.802,  0.198,  0.000, 12.000
0.420, 0.150, 0.3,  5.340,  2.661,  0.188,  0.000, 12.000
0.420, 0.150, 0.4,  4.870,  2.513,  0.178,  0.000, 12.000
0.420, 0.150, 0.5,  4.565,  2.416,  0.171,  0.000, 11.000
0.440, 0.150, 0.1,  8.225,  3.169,  0.224,  2.000, 16.000
0.440, 0.150, 0.2,  6.950,  2.915,  0.206,  1.000, 15.000
0.440, 0.150, 0.3,  6.125,  2.814,  0.199,  0.000, 14.000
0.440, 0.150, 0.4,  5.565,  2.736,  0.193,  0.000, 12.000
0.440, 0.150, 0.5,  5.130,  2.557,  0.181,  0.000, 12.000
0.460, 0.150, 0.1,  9.425,  3.295,  0.233,  3.000, 19.000
0.460, 0.150, 0.2,  7.855,  3.126,  0.221,  1.000, 16.000
0.460, 0.150, 0.3,  7.100,  2.957,  0.209,  1.000, 15.000
0.460, 0.150, 0.4,  6.400,  2.867,  0.203,  0.000, 14.000
0.460, 0.150, 0.5,  5.815,  2.804,  0.198,  0.000, 12.000
0.480, 0.150, 0.1, 10.950,  3.572,  0.253,  4.000, 21.000
0.480, 0.150, 0.2,  9.070,  3.303,  0.234,  2.000, 19.000
0.480, 0.150, 0.3,  8.055,  3.135,  0.222,  1.000, 16.000
0.480, 0.150, 0.4,  7.355,  2.955,  0.209,  1.000, 15.000
0.480, 0.150, 0.5,  6.785,  2.916,  0.206,  1.000, 15.000
0.500, 0.150, 0.1, 12.820,  3.948,  0.279,  5.000, 24.000
0.500, 0.150, 0.2, 10.460,  3.534,  0.250,  3.000, 20.000
0.500, 0.150, 0.3,  9.275,  3.276,  0.232,  3.000, 19.000
0.500, 0.150, 0.4,  8.500,  3.199,  0.226,  2.000, 16.000
0.500, 0.150, 0.5,  7.695,  3.108,  0.220,  1.000, 16.000
0.000, 0.200, 0.1,  0.555,  0.775,  0.055,  0.000,  4.000
0.000, 0.200, 0.2,  0.460,  0.693,  0.049,  0.000,  4.000
0.000, 0.200, 0.3,  0.410,  0.603,  0.043,  0.000,  3.000
0.000, 0.200, 0.4,  0.365,  0.586,  0.041,  0.000,  3.000
0.000, 0.200, 0.5,  0.340,  0.553,  0.039,  0.000,  2.000
0.020, 0.200, 0.1,  0.650,  0.837,  0.059,  0.000,  4.000
0.020, 0.200, 0.2,  0.565,  0.780,  0.055,  0.000,  4.000
0.020, 0.200, 0.3,  0.500,  0.723,  0.051,  0.000,  4.000
0.020, 0.200, 0.4,  0.455,  0.656,  0.046,  0.000,  3.000
0.020, 0.200, 0.5,  0.415,  0.620,  0.044,  0.000,  3.000
0.040, 0.200, 0.1,  0.750,  0.895,  0.063,  0.000,  4.000
0.040, 0.200, 0.2,  0.670,  0.863,  0.061,  0.000,  4.000
0.040, 0.200, 0.3,  0.605,  0.814,  0.058,  0.000,  4.000
0.040, 0.200, 0.4,  0.535,  0.756,  0.053,  0.000,  4.000
0.040, 0.200, 0.5,  0.490,  0.709,  0.050,  0.000,  4.000
0.060, 0.200, 0.1,  0.935,  1.008,  0.071,  0.000,  5.000
0.060, 0.200, 0.2,  0.730,  0.878,  0.062,  0.000,  4.000
0.060, 0.200, 0.3,  0.685,  0.866,  0.061,  0.000,  4.000
0.060, 0.200, 0.4,  0.625,  0.823,  0.058,  0.000,  4.000
0.060, 0.200, 0.5,  0.570,  0.767,  0.054,  0.000,  4.000
0.080, 0.200, 0.1,  1.075,  1.022,  0.072,  0.000,  5.000
0.080, 0.200, 0.2,  0.900,  0.987,  0.070,  0.000,  5.000
0.080, 0.200, 0.3,  0.765,  0.874,  0.062,  0.000,  4.000
0.080, 0.200, 0.4,  0.725,  0.874,  0.062,  0.000,  4.000
0.080, 0.200, 0.5,  0.680,  0.849,  0.060,  0.000,  4.000
0.100, 0.200, 0.1,  1.270,  1.133,  0.080,  0.000,  5.000
0.100, 0.200, 0.2,  1.065,  1.033,  0.073,  0.000,  5.000
0.100, 0.200, 0.3,  0.960,  0.987,  0.070,  0.000,  5.000
0.100, 0.200, 0.4,  0.830,  0.914,  0.065,  0.000,  4.000
0.100, 0.200, 0.5,  0.775,  0.888,  0.063,  0.000,  4.000
0.120, 0.200, 0.1,  1.465,  1.260,  0.089,  0.000,  6.000
0.120, 0.200, 0.2,  1.225,  1.114,  0.079,  0.000,  5.000
0.120, 0.200, 0.3,  1.120,  1.045,  0.074,  0.000,  5.000
0.120, 0.200, 0.4,  1.015,  1.030,  0.073,  0.000,  5.000
0.120, 0.200, 0.5,  0.910,  0.988,  0.070,  0.000,  5.000
0.140, 0.200, 0.1,  1.645,  1.333,  0.094,  0.000,  6.000
0.140, 0.200, 0.2,  1.455,  1.247,  0.088,  0.000,  6.000
0.140, 0.200, 0.3,  1.275,  1.160,  0.082,  0.000,  5.000
0.140, 0.200, 0.4,  1.170,  1.090,  0.077,  0.000,  5.000
0.140, 0.200, 0.5,  1.075,  1.061,  0.075,  0.000,  5.000
0.160, 0.200, 0.1,  1.830,  1.360,  0.096,  0.000,  6.000
0.160, 0.200, 0.2,  1.655,  1.336,  0.094,  0.000,  6.000
0.160, 0.200, 0.3,  1.495,  1.280,  0.091,  0.000,  6.000
0.160, 0.200, 0.4,  1.365,  1.208,  0.085,  0.000,  5.000
0.160, 0.200, 0.5,  1.240,  1.140,  0.081,  0.000,  5.000
0.180, 0.200, 0.1,  2.060,  1.441,  0.102,  0.000,  7.000
0.180, 0.200, 0.2,  1.835,  1.366,  0.097,  0.000,  6.000
0.180, 0.200, 0.3,  1.685,  1.347,  0.095,  0.000,  6.000
0.180, 0.200, 0.4,  1.590,  1.308,  0.092,  0.000,  6.000
0.180, 0.200, 0.5,  1.460,  1.256,  0.089,  0.000,  6.000
0.200, 0.200, 0.1,  2.220,  1.508,  0.107,  0.000,  7.000
0.200, 0.200, 0.2,  1.995,  1.391,  0.098,  0.000,  6.000
0.200, 0.200, 0.3,  1.870,  1.368,  0.097,  0.000,  6.000
0.200, 0.200, 0.4,  1.750,  1.366,  0.097,  0.000,  6.000
0.200, 0.200, 0.5,  1.660,  1.320,  0.093,  0.000,  6.000
0.220, 0.200, 0.1,  2.480,  1.629,  0.115,  0.000,  8.000
0.220, 0.200, 0.2,  2.190,  1.512,  0.107,  0.000,  7.000
0.220, 0.200, 0.3,  2.075,  1.466,  0.104,  0.000,  7.000
0.220, 0.200, 0.4,  1.935,  1.404,  0.099,  0.000,  7.000
0.220, 0.200, 0.5,  1.830,  1.397,  0.099,  0.000,  6.000
0.240, 0.200, 0.1,  2.765,  1.785,  0.126,  0.000, 10.000
0.240, 0.200, 0.2,  2.450,  1.622,  0.115,  0.000,  8.000
0.240, 0.200, 0.3,  2.240,  1.531,  0.108,  0.000,  7.000
0.240, 0.200, 0.4,  2.155,  1.527,  0.108,  0.000,  7.000
0.240, 0.200, 0.5,  2.015,  1.430,  0.101,  0.000,  7.000
0.260, 0.200, 0.1,  3.025,  1.906,  0.135,  0.000, 10.000
0.260, 0.200, 0.2,  2.700,  1.765,  0.125,  0.000,  9.000
0.260, 0.200, 0.3,  2.485,  1.641,  0.116,  0.000,  8.000
0.260, 0.200, 0.4,  2.335,  1.592,  0.113,  0.000,  7.000
0.260, 0.200, 0.5,  2.220,  1.534,  0.108,  0.000,  7.000
0.280, 0.200, 0.1,  3.280,  1.990,  0.141,  0.000, 10.000
0.280, 0.200, 0.2,  2.955,  1.903,  0.135,  0.000, 10.000
0.280, 0.200, 0.3,  2.730,  1.790,  0.127,  0.000, 10.000
0.280, 0.200, 0.4,  2.555,  1.655,  0.117,  0.000,  8.000
0.280, 0.200, 0.5,  2.435,  1.621,  0.115,  0.000,  7.000
0.300, 0.200, 0.1,  3.600,  2.064,  0.146,  0.000, 10.000
0.300, 0.200, 0.2,  3.200,  1.931,  0.137,  0.000, 10.000
0.300, 0.200, 0.3,  2.990,  1.907,  0.135,  0.000, 10.000
0.300, 0.200, 0.4,  2.840,  1.863,  0.132,  0.000, 10.000
0.300, 0.200, 0.5,  2.655,  1.741,  0.123,  0.000,  9.000
0.320, 0.200, 0.1,  4.015,  2.211,  0.156,  0.000, 11.000
0.320, 0.200, 0.2,  3.515,  2.042,  0.144,  0.000, 10.000
0.320, 0.200, 0.3,  3.240,  1.947,  0.138,  0.000, 10.000
0.320, 0.200, 0.4,  3.070,  1.909,  0.135,  0.000, 10.000
0.320, 0.200, 0.5,  2.905,  1.890,  0.134,  0.000, 10.000
0.340, 0.200, 0.1,  4.495,  2.410,  0.170,  0.000, 11.000
0.340, 0.200, 0.2,  3.875,  2.159,  0.153,  0.000, 11.000
0.340, 0.200, 0.3,  3.545,  2.047,  0.145,  0.000, 10.000
0.340, 0.200, 0.4,  3.355,  2.007,  0.142,  0.000, 10.000
0.340, 0.200, 0.5,  3.150,  1.907,  0.135,  0.000, 10.000
0.360, 0.200, 0.1,  5.030,  2.508,  0.177,  0.000, 12.000
0.360, 0.200, 0.2,  4.355,  2.362,  0.167,  0.000, 11.000
0.360, 0.200, 0.3,  3.955,  2.181,  0.154,  0.000, 11.000
0.360, 0.200, 0.4,  3.650,  2.085,  0.147,  0.000, 10.000
0.360, 0.200, 0.5,  3.485,  2.045,  0.145,  0.000, 10.000
0.380, 0.200, 0.1,  5.725,  2.775,  0.196,  0.000, 12.000
0.380, 0.200, 0.2,  4.845,  2.508,  0.177,  0.000, 12.000
0.380, 0.200, 0.3,  4.430,  2.339,  0.165,  0.000, 11.000
0.380, 0.200, 0.4,  4.100,  2.255,  0.159,  0.000, 11.000
0.380, 0.200, 0.5,  3.795,  2.132,  0.151,  0.000, 10.000
0.400, 0.200, 0.1,  6.665,  2.882,  0.204,  0.000, 14.000
0.400, 0.200, 0.2,  5.515,  2.733,  0.193,  0.000, 12.000
0.400, 0.200, 0.3,  4.955,  2.513,  0.178,  0.000, 12.000
0.400, 0.200, 0.4,  4.590,  2.406,  0.170,  0.000, 11.000
0.400, 0.200, 0.5,  4.255,  2.327,  0.165,  0.000, 11.000
0.420, 0.200, 0.1,  7.595,  3.036,  0.215,  1.000, 16.000
0.420, 0.200, 0.2,  6.375,  2.854,  0.202,  0.000, 14.000
0.420, 0.200, 0.3,  5.660,  2.733,  0.193,  0.000, 12.000
0.420, 0.200, 0.4,  5.180,  2.569,  0.182,  0.000, 12.000
0.420, 0.200, 0.5,  4.760,  2.472,  0.175,  0.000, 11.000
0.440, 0.200, 0.1,  8.780,  3.293,  0.233,  2.000, 19.000
0.440, 0.200, 0.2,  7.335,  2.966,  0.210,  1.000, 15.000
0.440, 0.200, 0.3,  6.510,  2.865,  0.203,  0.000, 14.000
0.440, 0.200, 0.4,  5.870,  2.808,  0.199,  0.000, 12.000
0.440, 0.200, 0.5,  5.415,  2.687,  0.190,  0.000, 12.000
0.460, 0.200, 0.1, 10.075,  3.386,  0.239,  3.000, 19.000
0.460, 0.200, 0.2,  8.465,  3.191,  0.226,  2.000, 16.000
0.460, 0.200, 0.3,  7.515,  2.999,  0.212,  1.000, 15.000
0.460, 0.200, 0.4,  6.835,  2.905,  0.205,  1.000, 15.000
0.460, 0.200, 0.5,  6.230,  2.817,  0.199,  0.000, 14.000
0.480, 0.200, 0.1, 11.855,  3.749,  0.265,  4.000, 22.000
0.480, 0.200, 0.2,  9.670,  3.311,  0.234,  3.000, 19.000
0.480, 0.200, 0.3,  8.675,  3.256,  0.230,  2.000, 18.000
0.480, 0.200, 0.4,  7.770,  3.112,  0.220,  1.000, 16.000
0.480, 0.200, 0.5,  7.180,  2.951,  0.209,  1.000, 15.000
0.500, 0.200, 0.1, 13.765,  4.016,  0.284,  6.000, 24.000
0.500, 0.200, 0.2, 11.255,  3.627,  0.256,  4.000, 22.000
0.500, 0.200, 0.3,  9.880,  3.371,  0.238,  3.000, 19.000
0.500, 0.200, 0.4,  9.015,  3.317,  0.235,  2.000, 19.000
0.500, 0.200, 0.5,  8.210,  3.146,  0.222,  2.000, 16.000
0.000, 0.250, 0.1,  0.580,  0.792,  0.056,  0.000,  4.000
0.000, 0.250, 0.2,  0.490,  0.730,  0.052,  0.000,  4.000
0.000, 0.250, 0.3,  0.435,  0.639,  0.045,  0.000,  3.000
0.000, 0.250, 0.4,  0.390,  0.600,  0.042,  0.000,  3.000
0.000, 0.250, 0.5,  0.365,  0.586,  0.041,  0.000,  3.000
0.020, 0.250, 0.1,  0.670,  0.851,  0.060,  0.000,  4.000
0.020, 0.250, 0.2,  0.595,  0.796,  0.056,  0.000,  4.000
0.020, 0.250, 0.3,  0.525,  0.756,  0.053,  0.000,  4.000
0.020, 0.250, 0.4,  0.470,  0.694,  0.049,  0.000,  4.000
0.020, 0.250, 0.5,  0.440,  0.623,  0.044,  0.000,  3.000
0.040, 0.250, 0.1,  0.805,  0.944,  0.067,  0.000,  5.000
0.040, 0.250, 0.2,  0.695,  0.875,  0.062,  0.000,  4.000
0.040, 0.250, 0.3,  0.635,  0.828,  0.059,  0.000,  4.000
0.040, 0.250, 0.4,  0.575,  0.786,  0.056,  0.000,  4.000
0.040, 0.250, 0.5,  0.525,  0.743,  0.053,  0.000,  4.000
0.060, 0.250, 0.1,  0.980,  1.032,  0.073,  0.000,  5.000
0.060, 0.250, 0.2,  0.765,  0.897,  0.063,  0.000,  4.000
0.060, 0.250, 0.3,  0.705,  0.879,  0.062,  0.000,  4.000
0.060, 0.250, 0.4,  0.665,  0.852,  0.060,  0.000,  4.000
0.060, 0.250, 0.5,  0.610,  0.813,  0.057,  0.000,  4.000
0.080, 0.250, 0.1,  1.130,  1.058,  0.075,  0.000,  5.000
0.080, 0.250, 0.2,  0.970,  1.002,  0.071,  0.000,  5.000
0.080, 0.250, 0.3,  0.815,  0.930,  0.066,  0.000,  5.000
0.080, 0.250, 0.4,  0.750,  0.873,  0.062,  0.000,  4.000
0.080, 0.250, 0.5,  0.710,  0.860,  0.061,  0.000,  4.000
0.100, 0.250, 0.1,  1.370,  1.187,  0.084,  0.000,  5.000
0.100, 0.250, 0.2,  1.130,  1.058,  0.075,  0.000,  5.000
0.100, 0.250, 0.3,  1.005,  1.010,  0.071,  0.000,  5.000
0.100, 0.250, 0.4,  0.920,  0.984,  0.070,  0.000,  5.000
0.100, 0.250, 0.5,  0.810,  0.904,  0.064,  0.000,  4.000
0.120, 0.250, 0.1,  1.560,  1.302,  0.092,  0.000,  6.000
0.120, 0.250, 0.2,  1.325,  1.186,  0.084,  0.000,  5.000
0.120, 0.250, 0.3,  1.165,  1.093,  0.077,  0.000,  5.000
0.120, 0.250, 0.4,  1.070,  1.049,  0.074,  0.000,  5.000
0.120, 0.250, 0.5,  0.995,  1.020,  0.072,  0.000,  5.000
0.140, 0.250, 0.1,  1.720,  1.353,  0.096,  0.000,  6.000
0.140, 0.250, 0.2,  1.535,  1.287,  0.091,  0.000,  6.000
0.140, 0.250, 0.3,  1.390,  1.206,  0.085,  0.000,  5.000
0.140, 0.250, 0.4,  1.245,  1.128,  0.080,  0.000,  5.000
0.140, 0.250, 0.5,  1.150,  1.065,  0.075,  0.000,  5.000
0.160, 0.250, 0.1,  1.905,  1.358,  0.096,  0.000,  6.000
0.160, 0.250, 0.2,  1.695,  1.357,  0.096,  0.000,  6.000
0.160, 0.250, 0.3,  1.600,  1.319,  0.093,  0.000,  6.000
0.160, 0.250, 0.4,  1.445,  1.255,  0.089,  0.000,  6.000
0.160, 0.250, 0.5,  1.320,  1.172,  0.083,  0.000,  5.000
0.180, 0.250, 0.1,  2.130,  1.464,  0.104,  0.000,  7.000
0.180, 0.250, 0.2,  1.900,  1.360,  0.096,  0.000,  6.000
0.180, 0.250, 0.3,  1.755,  1.358,  0.096,  0.000,  6.000
0.180, 0.250, 0.4,  1.655,  1.313,  0.093,  0.000,  6.000
0.180, 0.250, 0.5,  1.530,  1.287,  0.091,  0.000,  6.000
0.200, 0.250, 0.1,  2.320,  1.546,  0.109,  0.000,  7.000
0.200, 0.250, 0.2,  2.095,  1.451,  0.103,  0.000,  7.000
0.200, 0.250, 0.3,  1.930,  1.362,  0.096,  0.000,  6.000
0.200, 0.250, 0.4,  1.825,  1.365,  0.097,  0.000,  6.000
0.200, 0.250, 0.5,  1.705,  1.348,  0.095,  0.000,  6.000
0.220, 0.250, 0.1,  2.580,  1.679,  0.119,  0.000,  9.000
0.220, 0.250, 0.2,  2.300,  1.569,  0.111,  0.000,  7.000
0.220, 0.250, 0.3,  2.155,  1.514,  0.107,  0.000,  7.000
0.220, 0.250, 0.4,  2.010,  1.421,  0.100,  0.000,  7.000
0.220, 0.250, 0.5,  1.910,  1.408,  0.100,  0.000,  7.000
0.240, 0.250, 0.1,  2.870,  1.871,  0.132,  0.000, 10.000
0.240, 0.250, 0.2,  2.535,  1.641,  0.116,  0.000,  8.000
